mfcc3_accel_skewness,0.0
mfcc_kurtosis,0.0
mfcc7_accel_skewness,0.0
mfcc3_vel_kurtosis,0.0
mfcc2_skewness,0.0
mfcc9_vel_kurtosis,0.0
mfcc4_vel_mean,0.0
mfcc9_vel_var,0.0
mfcc12_var,0.0
mfcc13_vel_skewness,0.0
ff_mean,0.0
mfcc3_vel_skewness,0.0
mfcc1_accel_kurtosis,0.0
mfcc10_var,0.0
mfcc8_accel_var,0.0
gender_int,0.0
